time,wb_dat_o[7],wb_dat_o[6],wb_dat_o[5],wb_dat_o[4],wb_dat_o[3],wb_dat_o[2],wb_dat_o[1],wb_dat_o[0],wb_ack_o,wb_inta_o,scl_pad_o,scl_padoen_o
31045,0,1,0,0,0,0,1,0,0,0,0,1
31055,0,1,0,0,0,0,1,0,x,0,0,1
31065,0,1,0,0,0,0,1,0,0,0,0,1
31075,0,1,0,0,0,0,1,0,x,0,0,1
31085,0,1,0,0,0,0,1,0,0,0,0,1
31095,0,1,0,0,0,0,1,0,x,0,0,1
31105,0,1,0,0,0,0,1,0,0,0,0,1
31115,0,1,0,0,0,0,1,0,x,0,0,1
31125,0,1,0,0,0,0,1,0,0,0,0,1
31135,0,1,0,0,0,0,1,0,x,0,0,1
31145,0,1,0,0,0,0,1,0,0,0,0,1
31155,0,1,0,0,0,0,1,0,x,0,0,1
31165,0,1,0,0,0,0,1,0,0,0,0,1
31175,0,1,0,0,0,0,1,0,x,0,0,1
31185,0,1,0,0,0,0,1,0,0,0,0,1
31195,0,1,0,0,0,0,1,0,x,0,0,1
31205,0,1,0,0,0,0,1,0,0,0,0,1
31215,0,1,0,0,0,0,1,0,x,0,0,1
31225,0,1,0,0,0,0,1,0,0,0,0,1
31235,0,1,0,0,0,0,1,0,x,0,0,1
31245,0,1,0,0,0,0,1,0,0,0,0,1
31255,0,1,0,0,0,0,1,0,x,0,0,1
31265,0,1,0,0,0,0,1,0,0,0,0,1
31275,0,1,0,0,0,0,1,0,x,0,0,1
31285,0,1,0,0,0,0,1,0,0,0,0,1
31295,0,1,0,0,0,0,1,0,x,0,0,1
31305,0,1,0,0,0,0,1,0,0,0,0,1
31315,0,1,0,0,0,0,1,0,x,0,0,1
31325,0,1,0,0,0,0,1,0,0,0,0,1
31335,0,1,0,0,0,0,1,0,x,0,0,1
31345,0,1,0,0,0,0,1,0,0,0,0,1
31355,0,1,0,0,0,0,1,0,x,0,0,1
31365,0,1,0,0,0,0,1,0,0,0,0,1
31375,0,1,0,0,0,0,1,0,x,0,0,1
31385,0,1,0,0,0,0,1,0,0,0,0,1
31395,0,1,0,0,0,0,1,0,x,0,0,1
31405,0,1,0,0,0,0,1,0,0,0,0,1
31415,0,1,0,0,0,0,1,0,x,0,0,1
31425,0,1,0,0,0,0,1,0,0,0,0,1
31435,0,1,0,0,0,0,1,0,x,0,0,1
31445,0,1,0,0,0,0,1,0,0,0,0,1
31455,0,1,0,0,0,0,1,0,x,0,0,1
31465,0,1,0,0,0,0,1,0,0,0,0,1
31475,0,1,0,0,0,0,1,0,x,0,0,1
31485,0,1,0,0,0,0,1,0,0,0,0,1
31495,0,1,0,0,0,0,1,0,x,0,0,1
31505,0,1,0,0,0,0,1,0,0,0,0,1
31515,0,1,0,0,0,0,1,0,x,0,0,1
31525,0,1,0,0,0,0,1,0,0,0,0,1
31535,0,1,0,0,0,0,1,0,x,0,0,1
31545,0,1,0,0,0,0,1,0,0,0,0,1
31555,0,1,0,0,0,0,1,0,x,0,0,1
31565,0,1,0,0,0,0,1,0,0,0,0,1
31575,0,1,0,0,0,0,1,0,x,0,0,1
31585,0,1,0,0,0,0,1,0,0,0,0,1
31595,0,1,0,0,0,0,1,0,x,0,0,1
31605,0,1,0,0,0,0,1,0,0,0,0,1
31615,0,1,0,0,0,0,1,0,x,0,0,1
31625,0,1,0,0,0,0,1,0,0,0,0,1
31635,0,1,0,0,0,0,1,0,x,0,0,1
31645,0,1,0,0,0,0,1,0,0,0,0,1
31655,0,1,0,0,0,0,1,0,x,0,0,1
31665,0,1,0,0,0,0,1,0,0,0,0,1
31675,0,1,0,0,0,0,1,0,x,0,0,1
31685,0,1,0,0,0,0,1,0,0,0,0,1
31695,0,1,0,0,0,0,1,0,x,0,0,1
31705,0,1,0,0,0,0,1,0,0,0,0,1
31715,0,1,0,0,0,0,1,0,x,0,0,1
31725,0,1,0,0,0,0,1,0,0,0,0,1
31735,0,1,0,0,0,0,1,0,x,0,0,1
31745,0,1,0,0,0,0,1,0,0,0,0,1
31755,0,1,0,0,0,0,1,0,x,0,0,1
31765,0,1,0,0,0,0,1,0,0,0,0,1
31775,0,1,0,0,0,0,1,0,x,0,0,1
31785,0,1,0,0,0,0,1,0,0,0,0,1
31795,0,1,0,0,0,0,1,0,x,0,0,1
31805,0,1,0,0,0,0,1,0,0,0,0,1
31815,0,1,0,0,0,0,1,0,x,0,0,1
31825,0,1,0,0,0,0,1,0,0,0,0,1
31835,0,1,0,0,0,0,1,0,x,0,0,1
31845,0,1,0,0,0,0,1,0,0,0,0,1
31855,0,1,0,0,0,0,1,0,x,0,0,1
31865,0,1,0,0,0,0,1,0,0,0,0,1
31875,0,1,0,0,0,0,1,0,x,0,0,1
31885,0,1,0,0,0,0,1,0,0,0,0,1
31895,0,1,0,0,0,0,1,0,x,0,0,1
31905,0,1,0,0,0,0,1,0,0,0,0,1
31915,0,1,0,0,0,0,1,0,x,0,0,1
31925,0,1,0,0,0,0,1,0,0,0,0,1
31935,0,1,0,0,0,0,1,0,x,0,0,1
31945,0,1,0,0,0,0,1,0,0,0,0,1
31955,0,1,0,0,0,0,1,0,x,0,0,1
31965,0,1,0,0,0,0,1,0,0,0,0,1
31975,0,1,0,0,0,0,1,0,x,0,0,1
31985,0,1,0,0,0,0,1,0,0,0,0,1
31995,0,1,0,0,0,0,1,0,x,0,0,1
32005,0,1,0,0,0,0,1,0,0,0,0,1
32015,0,1,0,0,0,0,1,0,x,0,0,1
32025,0,1,0,0,0,0,1,0,0,0,0,1
32035,0,1,0,0,0,0,1,0,x,0,0,1
32045,0,1,0,0,0,0,1,0,0,0,0,1
32055,0,1,0,0,0,0,1,0,x,0,0,1
32065,0,1,0,0,0,0,1,0,0,0,0,1
32075,0,1,0,0,0,0,1,0,x,0,0,1
32085,0,1,0,0,0,0,1,0,0,0,0,1
32095,0,1,0,0,0,0,1,0,x,0,0,1
32105,0,1,0,0,0,0,1,0,0,0,0,1
32115,0,1,0,0,0,0,1,0,x,0,0,1
32125,0,1,0,0,0,0,1,0,0,0,0,1
32135,0,1,0,0,0,0,1,0,x,0,0,1
32145,0,1,0,0,0,0,1,0,0,0,0,1
32155,0,1,0,0,0,0,1,0,x,0,0,1
32165,0,1,0,0,0,0,1,0,0,0,0,1
32175,0,1,0,0,0,0,1,0,x,0,0,1
32185,0,1,0,0,0,0,1,0,0,0,0,1
32195,0,1,0,0,0,0,1,0,x,0,0,1
32205,0,1,0,0,0,0,1,0,0,0,0,1
32215,0,1,0,0,0,0,1,0,x,0,0,1
32225,0,1,0,0,0,0,1,0,0,0,0,1
32235,0,1,0,0,0,0,1,0,x,0,0,1
32245,0,1,0,0,0,0,1,0,0,0,0,1
32255,0,1,0,0,0,0,1,0,x,0,0,1
32265,0,1,0,0,0,0,1,0,0,0,0,1
32275,0,1,0,0,0,0,1,0,x,0,0,1
32285,0,1,0,0,0,0,1,0,0,0,0,1
32295,0,1,0,0,0,0,1,0,x,0,0,1
32305,0,1,0,0,0,0,1,0,0,0,0,1
32315,0,1,0,0,0,0,1,0,x,0,0,1
32325,0,1,0,0,0,0,1,0,0,0,0,1
32335,0,1,0,0,0,0,1,0,x,0,0,1
32345,0,1,0,0,0,0,1,0,0,0,0,1
32355,0,1,0,0,0,0,1,0,x,0,0,1
32365,0,1,0,0,0,0,1,0,0,0,0,1
32375,0,1,0,0,0,0,1,0,x,0,0,1
32385,0,1,0,0,0,0,1,0,0,0,0,1
32395,0,1,0,0,0,0,1,0,x,0,0,1
32405,0,1,0,0,0,0,1,0,0,0,0,1
32415,0,1,0,0,0,0,1,0,x,0,0,1
32425,0,1,0,0,0,0,1,0,0,0,0,1
32435,0,1,0,0,0,0,1,0,x,0,0,1
32445,0,1,0,0,0,0,1,0,0,0,0,1
32455,0,1,0,0,0,0,1,0,x,0,0,1
32465,0,1,0,0,0,0,1,0,0,0,0,1
32475,0,1,0,0,0,0,1,0,x,0,0,1
32485,0,1,0,0,0,0,1,0,0,0,0,1
32495,0,1,0,0,0,0,1,0,x,0,0,1
32505,0,1,0,0,0,0,1,0,0,0,0,1
32515,0,1,0,0,0,0,1,0,x,0,0,1
32525,0,1,0,0,0,0,1,0,0,0,0,1
32535,0,1,0,0,0,0,1,0,x,0,0,1
32545,0,1,0,0,0,0,1,0,0,0,0,1
32555,0,1,0,0,0,0,1,0,x,0,0,1
32565,0,1,0,0,0,0,1,0,0,0,0,1
32575,0,1,0,0,0,0,1,0,x,0,0,1
32585,0,1,0,0,0,0,1,0,0,0,0,1
32595,0,1,0,0,0,0,1,0,x,0,0,1
32605,0,1,0,0,0,0,1,0,0,0,0,1
32615,0,1,0,0,0,0,1,0,x,0,0,1
32625,0,1,0,0,0,0,1,0,0,0,0,1
32635,0,1,0,0,0,0,1,0,x,0,0,1
32645,0,1,0,0,0,0,1,0,0,0,0,1
32655,0,1,0,0,0,0,1,0,x,0,0,1
32665,0,1,0,0,0,0,1,0,0,0,0,1
32675,0,1,0,0,0,0,1,0,x,0,0,1
32685,0,1,0,0,0,0,1,0,0,0,0,1
32695,0,1,0,0,0,0,1,0,x,0,0,1
32705,0,1,0,0,0,0,1,0,0,0,0,1
32715,0,1,0,0,0,0,1,0,x,0,0,1
32725,0,1,0,0,0,0,1,0,0,0,0,1
32735,0,1,0,0,0,0,1,0,x,0,0,1
32745,0,1,0,0,0,0,1,0,0,0,0,1
32755,0,1,0,0,0,0,1,0,x,0,0,1
32765,0,1,0,0,0,0,1,0,0,0,0,1
32775,0,1,0,0,0,0,1,0,x,0,0,1
32785,0,1,0,0,0,0,1,0,0,0,0,1
32795,0,1,0,0,0,0,1,0,x,0,0,1
32805,0,1,0,0,0,0,1,0,0,0,0,1
32815,0,1,0,0,0,0,1,0,x,0,0,1
32825,0,1,0,0,0,0,1,0,0,0,0,1
32835,0,1,0,0,0,0,1,0,x,0,0,1
32845,0,1,0,0,0,0,1,0,0,0,0,1
32855,0,1,0,0,0,0,1,0,x,0,0,1
32865,0,1,0,0,0,0,1,0,0,0,0,1
32875,0,1,0,0,0,0,1,0,x,0,0,1
32885,0,1,0,0,0,0,1,0,0,0,0,1
32895,0,1,0,0,0,0,1,0,x,0,0,1
32905,0,1,0,0,0,0,1,0,0,0,0,1
32915,0,1,0,0,0,0,1,0,x,0,0,1
32925,0,1,0,0,0,0,1,0,0,0,0,1
32935,0,1,0,0,0,0,1,0,x,0,0,1
32945,0,1,0,0,0,0,1,0,0,0,0,1
32955,0,1,0,0,0,0,1,0,x,0,0,1
32965,0,1,0,0,0,0,1,0,0,0,0,1
32975,0,1,0,0,0,0,1,0,x,0,0,1
32985,0,1,0,0,0,0,1,0,0,0,0,1
32995,0,1,0,0,0,0,1,0,x,0,0,1
33005,0,1,0,0,0,0,1,0,0,0,0,1
33015,0,1,0,0,0,0,1,0,x,0,0,1
33025,0,1,0,0,0,0,1,0,0,0,0,1
33035,0,1,0,0,0,0,1,0,x,0,0,1
33045,0,1,0,0,0,0,1,0,0,0,0,1
33055,0,1,0,0,0,0,1,0,x,0,0,1
33065,0,1,0,0,0,0,1,0,0,0,0,1
33075,0,1,0,0,0,0,1,0,x,0,0,1
33085,0,1,0,0,0,0,1,0,0,0,0,1
33095,0,1,0,0,0,0,1,0,x,0,0,1
33105,0,1,0,0,0,0,1,0,0,0,0,1
33115,0,1,0,0,0,0,1,0,x,0,0,1
33125,0,1,0,0,0,0,1,0,0,0,0,1
33135,0,1,0,0,0,0,1,0,x,0,0,1
33145,0,1,0,0,0,0,1,0,0,0,0,1
33155,0,1,0,0,0,0,1,0,x,0,0,1
33165,0,1,0,0,0,0,1,0,0,0,0,1
33175,0,1,0,0,0,0,1,0,x,0,0,1
33185,0,1,0,0,0,0,1,0,0,0,0,1
33195,0,1,0,0,0,0,1,0,x,0,0,1
33205,0,1,0,0,0,0,1,0,0,0,0,1
33215,0,1,0,0,0,0,1,0,x,0,0,1
33225,0,1,0,0,0,0,1,0,0,0,0,1
33235,0,1,0,0,0,0,1,0,x,0,0,1
33245,0,1,0,0,0,0,1,0,0,0,0,1
33255,0,1,0,0,0,0,1,0,x,0,0,1
33265,0,1,0,0,0,0,1,0,0,0,0,1
33275,0,1,0,0,0,0,1,0,x,0,0,1
33285,0,1,0,0,0,0,1,0,0,0,0,1
33295,0,1,0,0,0,0,1,0,x,0,0,1
33305,0,1,0,0,0,0,1,0,0,0,0,1
33315,0,1,0,0,0,0,1,0,x,0,0,1
33325,0,1,0,0,0,0,1,0,0,0,0,1
33335,0,1,0,0,0,0,1,0,x,0,0,1
33345,0,1,0,0,0,0,1,0,0,0,0,1
33355,0,1,0,0,0,0,1,0,x,0,0,1
33365,0,1,0,0,0,0,1,0,0,0,0,1
33375,0,1,0,0,0,0,1,0,x,0,0,1
33385,0,1,0,0,0,0,1,0,0,0,0,1
33395,0,1,0,0,0,0,1,0,x,0,0,1
33405,0,1,0,0,0,0,1,0,0,0,0,1
33415,0,1,0,0,0,0,1,0,x,0,0,1
33425,0,1,0,0,0,0,1,0,0,0,0,1
33435,0,1,0,0,0,0,1,0,x,0,0,1
33445,0,1,0,0,0,0,1,0,0,0,0,1
33455,0,1,0,0,0,0,1,0,x,0,0,1
33465,0,1,0,0,0,0,1,0,0,0,0,1
33475,0,1,0,0,0,0,1,0,x,0,0,1
33485,0,1,0,0,0,0,1,0,0,0,0,1
33495,0,1,0,0,0,0,1,0,x,0,0,1
33505,0,1,0,0,0,0,1,0,0,0,0,1
33515,0,1,0,0,0,0,1,0,x,0,0,1
33525,0,1,0,0,0,0,1,0,0,0,0,1
33535,0,1,0,0,0,0,1,0,x,0,0,1
33545,0,1,0,0,0,0,1,0,0,0,0,1
33555,0,1,0,0,0,0,1,0,x,0,0,1
33565,0,1,0,0,0,0,1,0,0,0,0,1
33575,0,1,0,0,0,0,1,0,x,0,0,1
33585,0,1,0,0,0,0,1,0,0,0,0,1
33595,0,1,0,0,0,0,1,0,x,0,0,1
33605,0,1,0,0,0,0,1,0,0,0,0,1
33615,0,1,0,0,0,0,1,0,x,0,0,1
33625,0,1,0,0,0,0,1,0,0,0,0,1
33635,0,1,0,0,0,0,1,0,x,0,0,1
33645,0,1,0,0,0,0,1,0,0,0,0,1
33655,0,1,0,0,0,0,1,0,x,0,0,1
33665,0,1,0,0,0,0,1,0,0,0,0,1
33675,0,1,0,0,0,0,1,0,x,0,0,1
33685,0,1,0,0,0,0,1,0,0,0,0,1
33695,0,1,0,0,0,0,1,0,x,0,0,1
33705,0,1,0,0,0,0,1,0,0,0,0,1
33715,0,1,0,0,0,0,1,0,x,0,0,1
33725,0,1,0,0,0,0,1,0,0,0,0,1
33735,0,1,0,0,0,0,1,0,x,0,0,1
33745,0,1,0,0,0,0,1,0,0,0,0,1
33755,0,1,0,0,0,0,1,0,x,0,0,1
33765,0,1,0,0,0,0,1,0,0,0,0,1
33775,0,1,0,0,0,0,1,0,x,0,0,1
33785,0,1,0,0,0,0,1,0,0,0,0,1
33795,0,1,0,0,0,0,1,0,x,0,0,1
33805,0,1,0,0,0,0,1,0,0,0,0,1
33815,0,1,0,0,0,0,1,0,x,0,0,1
33825,0,1,0,0,0,0,1,0,0,0,0,1
33835,0,1,0,0,0,0,1,0,x,0,0,1
33845,0,1,0,0,0,0,1,0,0,0,0,1
33855,0,1,0,0,0,0,1,0,x,0,0,1
33865,0,1,0,0,0,0,1,0,0,0,0,1
33875,0,1,0,0,0,0,1,0,x,0,0,1
33885,0,1,0,0,0,0,1,0,0,0,0,1
33895,0,1,0,0,0,0,1,0,x,0,0,1
33905,0,1,0,0,0,0,1,0,0,0,0,1
33915,0,1,0,0,0,0,1,0,x,0,0,1
33925,0,1,0,0,0,0,1,0,0,0,0,1
33935,0,1,0,0,0,0,1,0,x,0,0,1
33945,0,1,0,0,0,0,1,0,0,0,0,1
33955,0,1,0,0,0,0,1,0,x,0,0,1
33965,0,1,0,0,0,0,1,0,0,0,0,1
33975,0,1,0,0,0,0,1,0,x,0,0,1
33985,0,1,0,0,0,0,1,0,0,0,0,1
33995,0,1,0,0,0,0,1,0,x,0,0,1
34005,0,1,0,0,0,0,1,0,0,0,0,1
34015,0,1,0,0,0,0,1,0,x,0,0,1
34025,0,1,0,0,0,0,1,0,0,0,0,1
34035,0,1,0,0,0,0,1,0,x,0,0,1
34045,0,1,0,0,0,0,1,0,0,0,0,1
34055,0,1,0,0,0,0,1,0,x,0,0,1
34065,0,1,0,0,0,0,1,0,0,0,0,1
34075,0,1,0,0,0,0,1,0,x,0,0,1
34085,0,1,0,0,0,0,1,0,0,0,0,1
34095,0,1,0,0,0,0,1,0,x,0,0,1
34105,0,1,0,0,0,0,1,0,0,0,0,1
34115,0,1,0,0,0,0,1,0,x,0,0,1
34125,0,1,0,0,0,0,1,0,0,0,0,1
34135,0,1,0,0,0,0,1,0,x,0,0,1
34145,0,1,0,0,0,0,1,0,0,0,0,1
34155,0,1,0,0,0,0,1,0,x,0,0,1
34165,0,1,0,0,0,0,1,0,0,0,0,1
34175,0,1,0,0,0,0,1,0,x,0,0,1
34185,0,1,0,0,0,0,1,0,0,0,0,1
34195,0,1,0,0,0,0,1,0,x,0,0,1
34205,0,1,0,0,0,0,1,0,0,0,0,1
34215,0,1,0,0,0,0,1,0,x,0,0,1
34225,0,1,0,0,0,0,1,0,0,0,0,1
34235,0,1,0,0,0,0,1,0,x,0,0,1
34245,0,1,0,0,0,0,1,0,0,0,0,1
34255,0,1,0,0,0,0,1,0,x,0,0,1
34265,0,1,0,0,0,0,1,0,0,0,0,1
34275,0,1,0,0,0,0,1,0,x,0,0,1
34285,0,1,0,0,0,0,1,0,0,0,0,1
34295,0,1,0,0,0,0,1,0,x,0,0,1
34305,0,1,0,0,0,0,1,0,0,0,0,1
34315,0,1,0,0,0,0,1,0,x,0,0,1
34325,0,1,0,0,0,0,1,0,0,0,0,1
34335,0,1,0,0,0,0,1,0,x,0,0,1
34345,0,1,0,0,0,0,1,0,0,0,0,1
34355,0,1,0,0,0,0,1,0,x,0,0,1
34365,0,1,0,0,0,0,1,0,0,0,0,1
34375,0,1,0,0,0,0,1,0,x,0,0,1
34385,0,1,0,0,0,0,1,0,0,0,0,1
34395,0,1,0,0,0,0,1,0,x,0,0,1
34405,0,1,0,0,0,0,1,0,0,0,0,1
34415,0,1,0,0,0,0,1,0,x,0,0,1
34425,0,1,0,0,0,0,1,0,0,0,0,1
34435,0,1,0,0,0,0,1,0,x,0,0,1
34445,0,1,0,0,0,0,1,0,0,0,0,1
34455,0,1,0,0,0,0,1,0,x,0,0,1
34465,0,1,0,0,0,0,1,0,0,0,0,1
34475,0,1,0,0,0,0,1,0,x,0,0,1
34485,0,1,0,0,0,0,1,0,0,0,0,1
34495,0,1,0,0,0,0,1,0,x,0,0,1
34505,0,1,0,0,0,0,1,0,0,0,0,1
34515,0,1,0,0,0,0,1,0,x,0,0,1
34525,0,1,0,0,0,0,1,0,0,0,0,1
34535,0,1,0,0,0,0,1,0,x,0,0,1
34545,0,1,0,0,0,0,1,0,0,0,0,1
34555,0,1,0,0,0,0,1,0,x,0,0,1
34565,0,1,0,0,0,0,1,0,0,0,0,1
34575,0,1,0,0,0,0,1,0,x,0,0,1
34585,0,1,0,0,0,0,1,0,0,0,0,1
34595,0,1,0,0,0,0,1,0,x,0,0,1
34605,0,1,0,0,0,0,1,0,0,0,0,1
34615,0,1,0,0,0,0,1,0,x,0,0,1
34625,0,1,0,0,0,0,1,0,0,0,0,1
34635,0,1,0,0,0,0,1,0,x,0,0,1
34645,0,1,0,0,0,0,1,0,0,0,0,1
34655,0,1,0,0,0,0,1,0,x,0,0,1
34665,0,1,0,0,0,0,1,0,0,0,0,1
34675,0,1,0,0,0,0,1,0,x,0,0,1
34685,0,1,0,0,0,0,1,0,0,0,0,1
34695,0,1,0,0,0,0,1,0,x,0,0,1
34705,0,1,0,0,0,0,1,0,0,0,0,1
34715,0,1,0,0,0,0,1,0,x,0,0,1
34725,0,1,0,0,0,0,1,0,0,0,0,1
34735,0,1,0,0,0,0,1,0,x,0,0,1
34745,0,1,0,0,0,0,1,0,0,0,0,1
34755,0,1,0,0,0,0,1,0,x,0,0,1
34765,0,1,0,0,0,0,1,0,0,0,0,1
34775,0,1,0,0,0,0,1,0,x,0,0,1
34785,0,1,0,0,0,0,1,0,0,0,0,1
34795,0,1,0,0,0,0,1,0,x,0,0,1
34805,0,1,0,0,0,0,1,0,0,0,0,1
34815,0,1,0,0,0,0,1,0,x,0,0,1
34825,0,1,0,0,0,0,1,0,0,0,0,0
34835,0,1,0,0,0,0,1,0,x,0,0,0
34845,0,1,0,0,0,0,1,0,0,0,0,0
34855,0,1,0,0,0,0,1,0,x,0,0,0
34865,0,1,0,0,0,0,1,0,0,0,0,0
34875,0,1,0,0,0,0,1,0,x,0,0,0
34885,0,1,0,0,0,0,1,0,0,0,0,0
34895,0,1,0,0,0,0,1,0,x,0,0,0
34905,0,1,0,0,0,0,1,0,0,0,0,0
34915,0,1,0,0,0,0,1,0,x,0,0,0
34925,0,1,0,0,0,0,1,0,0,0,0,0
34935,0,1,0,0,0,0,1,0,x,0,0,0
34945,0,1,0,0,0,0,1,0,0,0,0,0
34955,0,1,0,0,0,0,1,0,x,0,0,0
34965,0,1,0,0,0,0,1,0,0,0,0,0
34975,0,1,0,0,0,0,1,0,x,0,0,0
34985,0,1,0,0,0,0,1,0,0,0,0,0
34995,0,1,0,0,0,0,1,0,x,0,0,0
35005,0,1,0,0,0,0,1,0,0,0,0,0
35015,0,1,0,0,0,0,1,0,x,0,0,0
35025,0,1,0,0,0,0,1,0,0,0,0,0
35035,0,1,0,0,0,0,1,0,x,0,0,0
35045,0,1,0,0,0,0,1,0,0,0,0,0
35055,0,1,0,0,0,0,1,0,x,0,0,0
35065,0,1,0,0,0,0,1,0,0,0,0,0
35075,0,1,0,0,0,0,1,0,x,0,0,0
35085,0,1,0,0,0,0,1,0,0,0,0,0
35095,0,1,0,0,0,0,1,0,x,0,0,0
35105,0,1,0,0,0,0,1,0,0,0,0,0
35115,0,1,0,0,0,0,1,0,x,0,0,0
35125,0,1,0,0,0,0,1,0,0,0,0,0
35135,0,1,0,0,0,0,1,0,x,0,0,0
35145,0,1,0,0,0,0,1,0,0,0,0,0
35155,0,1,0,0,0,0,1,0,x,0,0,0
35165,0,1,0,0,0,0,1,0,0,0,0,0
35175,0,1,0,0,0,0,1,0,x,0,0,0
35185,0,1,0,0,0,0,1,0,0,0,0,0
35195,0,1,0,0,0,0,1,0,x,0,0,0
35205,0,1,0,0,0,0,1,0,0,0,0,0
35215,0,1,0,0,0,0,1,0,x,0,0,0
35225,0,1,0,0,0,0,1,0,0,0,0,0
35235,0,1,0,0,0,0,1,0,x,0,0,0
35245,0,1,0,0,0,0,1,0,0,0,0,0
35255,0,1,0,0,0,0,1,0,x,0,0,0
35265,0,1,0,0,0,0,1,0,0,0,0,0
35275,0,1,0,0,0,0,1,0,x,0,0,0
35285,0,1,0,0,0,0,1,0,0,0,0,0
35295,0,1,0,0,0,0,1,0,x,0,0,0
35305,0,1,0,0,0,0,1,0,0,0,0,0
35315,0,1,0,0,0,0,1,0,x,0,0,0
35325,0,1,0,0,0,0,1,0,0,0,0,0
35335,0,1,0,0,0,0,1,0,x,0,0,0
35345,0,1,0,0,0,0,1,0,0,0,0,0
35355,0,1,0,0,0,0,1,0,x,0,0,0
35365,0,1,0,0,0,0,1,0,0,0,0,0
35375,0,1,0,0,0,0,1,0,x,0,0,0
35385,0,1,0,0,0,0,1,0,0,0,0,0
35395,0,1,0,0,0,0,1,0,x,0,0,0
35405,0,1,0,0,0,0,1,0,0,0,0,0
35415,0,1,0,0,0,0,1,0,x,0,0,0
35425,0,1,0,0,0,0,1,0,0,0,0,0
35435,0,1,0,0,0,0,1,0,x,0,0,0
35445,0,1,0,0,0,0,1,0,0,0,0,0
35455,0,1,0,0,0,0,1,0,x,0,0,0
35465,0,1,0,0,0,0,1,0,0,0,0,0
35475,0,1,0,0,0,0,1,0,x,0,0,0
35485,0,1,0,0,0,0,1,0,0,0,0,0
35495,0,1,0,0,0,0,1,0,x,0,0,0
35505,0,1,0,0,0,0,1,0,0,0,0,0
35515,0,1,0,0,0,0,1,0,x,0,0,0
35525,0,1,0,0,0,0,1,0,0,0,0,0
35535,0,1,0,0,0,0,1,0,x,0,0,0
35545,0,1,0,0,0,0,1,0,0,0,0,0
35555,0,1,0,0,0,0,1,0,x,0,0,0
35565,0,1,0,0,0,0,1,0,0,0,0,0
35575,0,1,0,0,0,0,1,0,x,0,0,0
35585,0,1,0,0,0,0,1,0,0,0,0,0
35595,0,1,0,0,0,0,1,0,x,0,0,0
35605,0,1,0,0,0,0,1,0,0,0,0,0
35615,0,1,0,0,0,0,1,0,x,0,0,0
35625,0,1,0,0,0,0,1,0,0,0,0,0
35635,0,1,0,0,0,0,1,0,x,0,0,0
35645,0,1,0,0,0,0,1,0,0,0,0,0
35655,0,1,0,0,0,0,1,0,x,0,0,0
35665,0,1,0,0,0,0,1,0,0,0,0,0
35675,0,1,0,0,0,0,1,0,x,0,0,0
35685,0,1,0,0,0,0,1,0,0,0,0,0
35695,0,1,0,0,0,0,1,0,x,0,0,0
35705,0,1,0,0,0,0,1,0,0,0,0,0
35715,0,1,0,0,0,0,1,0,x,0,0,0
35725,0,1,0,0,0,0,1,0,0,0,0,0
35735,0,1,0,0,0,0,1,0,x,0,0,0
35745,0,1,0,0,0,0,1,0,0,0,0,0
35755,0,1,0,0,0,0,1,0,x,0,0,0
35765,0,1,0,0,0,0,1,0,0,0,0,0
35775,0,1,0,0,0,0,1,0,x,0,0,0
35785,0,1,0,0,0,0,1,0,0,0,0,0
35795,0,1,0,0,0,0,1,0,x,0,0,0
35805,0,1,0,0,0,0,1,0,0,0,0,0
35815,0,1,0,0,0,0,1,0,x,0,0,0
35825,0,1,0,0,0,0,1,0,0,0,0,0
35835,0,1,0,0,0,0,1,0,x,0,0,0
35845,0,1,0,0,0,0,1,0,0,0,0,0
35855,0,1,0,0,0,0,1,0,x,0,0,0
35865,0,1,0,0,0,0,1,0,0,0,0,0
35875,0,1,0,0,0,0,1,0,x,0,0,0
35885,0,1,0,0,0,0,1,0,0,0,0,0
35895,0,1,0,0,0,0,1,0,x,0,0,0
35905,0,1,0,0,0,0,1,0,0,0,0,0
35915,0,1,0,0,0,0,1,0,x,0,0,0
35925,0,1,0,0,0,0,1,0,0,0,0,0
35935,0,1,0,0,0,0,1,0,x,0,0,0
35945,0,1,0,0,0,0,1,0,0,0,0,0
35955,0,1,0,0,0,0,1,0,x,0,0,0
35965,0,1,0,0,0,0,1,0,0,0,0,0
35975,0,1,0,0,0,0,1,0,x,0,0,0
35985,0,1,0,0,0,0,1,0,0,0,0,0
35995,0,1,0,0,0,0,1,0,x,0,0,0
36005,0,1,0,0,0,0,1,0,0,0,0,0
36015,0,1,0,0,0,0,1,0,x,0,0,0
36025,0,1,0,0,0,0,1,0,0,0,0,0
36035,0,1,0,0,0,0,1,0,x,0,0,0
36045,0,1,0,0,0,0,1,0,0,0,0,0
36055,0,1,0,0,0,0,1,0,x,0,0,0
36065,0,1,0,0,0,0,1,0,0,0,0,0
36075,0,1,0,0,0,0,1,0,x,0,0,0
36085,0,1,0,0,0,0,1,0,0,0,0,0
36095,0,1,0,0,0,0,1,0,x,0,0,0
36105,0,1,0,0,0,0,1,0,0,0,0,0
36115,0,1,0,0,0,0,1,0,x,0,0,0
36125,0,1,0,0,0,0,1,0,0,0,0,0
36135,0,1,0,0,0,0,1,0,x,0,0,0
36145,0,1,0,0,0,0,1,0,0,0,0,0
36155,0,1,0,0,0,0,1,0,x,0,0,0
36165,0,1,0,0,0,0,1,0,0,0,0,0
36175,0,1,0,0,0,0,1,0,x,0,0,0
